Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
101,"G Deco, ML Kringelbach, VK Jirsa, P Ritter","The dynamics of resting fluctuations in the brain: metastability and its dynamical cortical core",2017,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-017-03073-5","https://scholar.google.com/scholar?cites=10537051333150601302&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-04-30 13:05:27","HTML","","","",,,,,101,33.67,25,4,3,"In the human brain, spontaneous activity during resting state consists of rapid transitions between functional network states over time but the underlying mechanisms are not understood. We use connectome based computational brain network modeling to reveal …"
95,"J Cabral, ML Kringelbach, G Deco","Functional connectivity dynamically evolves on multiple time-scales over a static structural connectome: Models and mechanisms",2017,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811917302537","https://scholar.google.com/scholar?cites=2020866938688110952&as_sdt=2005&sciodt=0,5&hl=en",53,"2020-04-30 13:05:27","","","","",,,,,95,31.67,32,3,3,"Over the last decade, we have observed a revolution in brain structural and functional Connectomics. On one hand, we have an ever-more detailed characterization of the brain's white matter structural connectome. On the other, we have a repertoire of consistent …"
90,"G Deco, A Thiele","Attention–oscillations and neuropharmacology",2009,"European journal of neuroscience","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2009.06833.x","https://scholar.google.com/scholar?cites=13435779643820814164&as_sdt=2005&sciodt=0,5&hl=en",54,"2020-04-30 13:05:27","","","","",,,,,90,8.18,45,2,11,"Attention is a rich psychological and neurobiological construct that influences almost all aspects of cognitive behaviour. It enables enhanced processing of behaviourally relevant stimuli at the expense of irrelevant stimuli. At the cellular level, rhythmic synchronization at …"
91,"N Ventura-Campos, A Sanjuán, J González…","Spontaneous brain activity predicts learning ability of foreign sounds",2013,"Journal of …","Soc Neuroscience","https://www.jneurosci.org/content/33/22/9295.short","https://scholar.google.com/scholar?cites=9969119662270143576&as_sdt=2005&sciodt=0,5&hl=en",55,"2020-04-30 13:05:27","","","","",,,,,91,13.00,23,4,7,"Can learning capacity of the human brain be predicted from initial spontaneous functional connectivity (FC) between brain areas involved in a task? We combined task-related functional magnetic resonance imaging (fMRI) and resting-state fMRI (rs-fMRI) before and …"
83,"G Deco, TS Lee","A unified model of spatial and object attention based on inter-cortical biased competition",2002,"Neurocomputing","Elsevier","https://www.sciencedirect.com/science/article/pii/S092523120200471X","https://scholar.google.com/scholar?cites=10357322667490491662&as_sdt=2005&sciodt=0,5&hl=en",56,"2020-04-30 13:05:27","","","","",,,,,83,4.61,42,2,18,"We present a physiologically constrained neural dynamical model of the visual system for the organization of attention and its mediation of object recognition and visual search. In this model, spatial and feature attention are mediated by a single neural mechanism involving …"
84,"G Deco, W Finnoff, HG Zimmermann","Unsupervised mutual information criterion for elimination of overtraining in supervised multilayer networks",1995,"Neural Computation","MIT Press","https://www.mitpressjournals.org/doi/abs/10.1162/neco.1995.7.1.86","https://scholar.google.com/scholar?cites=1187573663744049170&as_sdt=2005&sciodt=0,5&hl=en",57,"2020-04-30 13:05:27","","","","",,,,,84,3.36,28,3,25,"Controlling the network complexity in order to prevent overfitting is one of the major problems encountered when using neural network models to extract the structure from small data sets. In this paper we present a network architecture designed for use with a cost …"
90,"G Deco, M Senden, V Jirsa","How anatomy shapes dynamics: a semi-analytical study of the brain at rest by a simple spin model",2012,"Frontiers in computational neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fncom.2012.00068","https://scholar.google.com/scholar?cites=2459825767350499211&as_sdt=2005&sciodt=0,5&hl=en",58,"2020-04-30 13:05:27","HTML","","","",,,,,90,11.25,30,3,8,"Resting state networks show a surprisingly coherent and robust spatiotemporal organization. Previous theoretical studies demonstrated that these patterns can be understood as emergent on the basis of the underlying neuroanatomical connectivity …"
85,"A Ponce-Alvarez, A Thiele…","Stimulus-dependent variability and noise correlations in cortical MT neurons",2013,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/content/110/32/13162.short","https://scholar.google.com/scholar?cites=8693869192010109522&as_sdt=2005&sciodt=0,5&hl=en",59,"2020-04-30 13:05:27","","","","",,,,,85,12.14,28,3,7,"Population codes assume that neural systems represent sensory inputs through the firing rates of populations of differently tuned neurons. However, trial-by-trial variability and noise correlations are known to affect the information capacity of neural codes. Although recent …"
84,"A Insabato, M Pannunzi, ET Rolls…","Confidence-related decision making",2010,"Journal of …","physiology.org","https://www.physiology.org/doi/abs/10.1152/jn.01068.2009","https://scholar.google.com/scholar?cites=10911387067089222344&as_sdt=2005&sciodt=0,5&hl=en",60,"2020-04-30 13:05:27","","","","",,,,,84,8.40,21,4,10,"Neurons have been recorded that reflect in their firing rates the confidence in a decision. Here we show how this could arise as an emergent property in an integrate-and-fire attractor network model of decision making. The attractor network has populations of neurons that …"
80,"G Deco, B Schürmann","A hierarchical neural system with attentional top–down enhancement of the spatial resolution for object recognition",2000,"Vision research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0042698900001401","https://scholar.google.com/scholar?cites=8174845697237308897&as_sdt=2005&sciodt=0,5&hl=en",61,"2020-04-30 13:05:27","HTML","","","",,,,,80,4.00,40,2,20,"We present a hierarchical neurodynamical system for object recognition based on attentional control of the spatial resolution with which an object is analyzed during an iterative hypothesis testing cycle. Psychophysical evidence strongly suggests that attentional …"
81,"G Deco, J Zihl","A neurodynamical model of visual attention: feedback enhancement of spatial resolution in a hierarchical system",2001,"Journal of computational neuroscience","Springer","https://link.springer.com/article/10.1023/A:1011233530729","https://scholar.google.com/scholar?cites=5166505838770063900&as_sdt=2005&sciodt=0,5&hl=en",62,"2020-04-30 13:05:27","","","","",,,,,81,4.26,41,2,19,"Human beings have the capacity to recognize objects in natural visual scenes with high efficiency despite the complexity of such scenes, which usually contain multiple objects. One possible mechanism for dealing with this problem is selective attention. Psychophysical …"
77,"A Buehlmann, G Deco","The neuronal basis of attention: rate versus synchronization modulation",2008,"Journal of Neuroscience","Soc Neuroscience","https://www.jneurosci.org/content/28/30/7679.short","https://scholar.google.com/scholar?cites=9453261128242777585&as_sdt=2005&sciodt=0,5&hl=en",63,"2020-04-30 13:05:27","","","","",,,,,77,6.42,39,2,12,"Extensive theoretical and experimental work on the neuronal correlates of visual attention raises two hypotheses about the underlying mechanisms. The first hypothesis, named biased competition, originates from experimental single-cell recordings that have shown that …"
79,"M Gilson, R Moreno-Bote, A Ponce-Alvarez…","Estimation of directed effective connectivity from fMRI functional connectivity hints at asymmetries of cortical connectome",2016,"PLoS computational …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4794215/","https://scholar.google.com/scholar?cites=9112401793229016860&as_sdt=2005&sciodt=0,5&hl=en",64,"2020-04-30 13:05:27","HTML","","","",,,,,79,19.75,20,4,4,"The brain exhibits complex spatio-temporal patterns of activity. This phenomenon is governed by an interplay between the internal neural dynamics of cortical areas and their connectivity. Uncovering this complex relationship has raised much interest, both for theory …"
78,"G Deco, L Scarano, S Soto-Faraco","Weber's law in decision making: integrating behavioral data in humans with a neurophysiological model",2007,"Journal of Neuroscience","Soc Neuroscience","https://www.jneurosci.org/content/27/42/11192.short","https://scholar.google.com/scholar?cites=13796944596271786144&as_sdt=2005&sciodt=0,5&hl=en",65,"2020-04-30 13:05:27","","","","",,,,,78,6.00,26,3,13,"Recent single-cell studies in monkeys (Romo et al., 2004) show that the activity of neurons in the ventral premotor cortex covaries with the animal9s decisions in a perceptual comparison task regarding the frequency of vibrotactile events. The firing rate response of …"
75,"G Deco, TS Lee","The role of early visual cortex in visual integration: a neural model of recurrent interaction",2004,"European Journal of Neuroscience","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1460-9568.2004.03528.x","https://scholar.google.com/scholar?cites=3050122699818889792&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-04-30 13:05:27","","","","",,,,,75,4.69,38,2,16,"This paper presents a model on the potential functional roles of the early visual cortex in the primate visual system. Our hypothesis is that early visual areas, such as V1, are important for continual interaction among various higher order visual areas during visual processing. The …"
77,"G Deco, E Hugues","Neural network mechanisms underlying stimulus driven variability reduction",2012,"PLoS computational biology","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3315452/","https://scholar.google.com/scholar?cites=709255426703904752&as_sdt=2005&sciodt=0,5&hl=en",67,"2020-04-30 13:05:27","HTML","","","",,,,,77,9.63,39,2,8,"It is well established that the variability of the neural activity across trials, as measured by the Fano factor, is elevated. This fact poses limits on information encoding by the neural activity. However, a series of recent neurophysiological experiments have changed this traditional …"
78,"M Demirtaş, C Tornador, C Falcon…","Dynamic functional connectivity reveals altered variability in functional connectivity among patients with major depressive disorder",2016,"Human brain …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/hbm.23215","https://scholar.google.com/scholar?cites=11883721579332109371&as_sdt=2005&sciodt=0,5&hl=en",68,"2020-04-30 13:05:27","","","","",,,,,78,19.50,20,4,4,"Resting‐state fMRI (RS‐fMRI) has become a useful tool to investigate the connectivity structure of mental health disorders. In the case of major depressive disorder (MDD), recent studies regarding the RS‐fMRI have found abnormal connectivity in several regions of the …"
79,"G Deco, N Galm, M Stetter","Method for analyzing effectiveness of pharmaceutical preparation",2006,"US Patent App. 10/524,000","Google Patents","https://patents.google.com/patent/US20060106543A1/en","https://scholar.google.com/scholar?cites=5688452812652033894&as_sdt=2005&sciodt=0,5&hl=en",69,"2020-04-30 13:05:27","","","","",,,,,79,5.64,26,3,14,"The activity of a pharmaceutical preparation or medicament on a neuronal structure is analyzed by subjecting a neuronal structure to the influence of a pharmaceutical preparation. Signals describing neuronal activities in the neuronal structure under the …"
